conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,den03s10-in-f49.1e100.net,58803,443,1492059577.468024 , 1492059577.716181 ,             16,             11,              0,              0,             15,             11,              7,              3,              2,              0,              1,              0,              2,              0,           3662,           4017,              7,              6,           3662,           4926,              0,              1,              0,            909,              0,              0,              0,              0,              0,              1,              5,              4,            1/1,            1/1,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1380,           1368,           1374,             31,             51,            523,            820,          95872,          52864,          87616,          43520,              0,              0,          92386,          46707,            171,           1374,              1,              1,           3662,           4017,              0,              0,              0,              0,              0,              0,          0.235,          0.224,          104.9,          105.4,              0,              0,          14757,          16187,

2,192.168.2.3,den03s10-in-f49.1e100.net,41969,443,1492059577.469766 , 1492059577.749629 ,             12,             10,              0,              0,             11,             10,              8,              2,              4,              0,              2,              0,              1,              0,            930,           3708,              3,              7,            930,           5357,              0,              2,              0,           1649,              0,              0,              0,              0,              0,              1,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              4,              0,              0,              0,              0,              0,           1460,           1380,            636,           1374,            126,            262,            309,            765,          95872,          44800,          87616,          43520,              0,              0,          90368,          43804,            168,           3023,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.170,          0.121,          108.1,          112.3,              0,              0,           3323,          13249,

3,192.168.2.3,den03s10-in-f49.1e100.net,42111,443,1492059577.469999 , 1492059577.759315 ,             12,             10,              0,              0,             11,             10,              8,              2,              4,              0,              2,              0,              1,              0,            873,           4398,              3,              7,            873,           6047,              0,              2,              0,           1649,              0,              0,              0,              0,              0,              1,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              4,              0,              0,              0,              0,              0,           1460,           1380,            579,           1374,            126,            262,            290,            863,          95872,          44672,          87616,          43520,              0,              0,          90368,          43776,            168,           3023,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.178,          0.137,          107.0,          112.3,              0,              0,           3017,          15201,

4,192.168.2.3,den03s10-in-f49.1e100.net,33129,443,1492059577.509830 , 1492059577.760371 ,             10,              8,              0,              0,              9,              8,              6,              2,              2,              0,              0,              0,              1,              0,            930,           3713,              3,              5,            930,           3713,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1380,            636,           1374,            126,            262,            309,            742,          95872,          44800,          87616,          43520,              0,              0,          90368,          43885,            168,           3023,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.060,          0.120,          107.0,           51.9,              0,              0,           3712,          14820,

