conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-107-22-199-165.compute-1.amazonaws.com,55591,443,1492100070.681526 , 1492100074.290335 ,             11,             10,              0,              0,             10,             10,              7,              2,              0,              0,              0,              0,              0,              0,           1595,           6089,              3,              7,           1595,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1286,           1448,            126,             51,            531,            869,          99200,          33792,          87616,          15872,              0,              0,          95148,          19854,            183,           5869,              1,              5,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.339,          2.312,         1345.5,         1378.2,              0,              0,            442,           1687,

2,192.168.2.3,edge-star-shv-01-dft4.facebook.com,55506,443,1492100070.682003 , 1492100074.323193 ,             11,              9,              0,              0,             10,              9,              7,              2,              1,              0,              1,              0,              1,              0,            798,           4809,              3,              6,            798,           5067,              0,              1,              0,            258,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            265,            844,         101632,          30208,          87616,          29184,              0,              0,          94899,          29440,            184,           2796,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.285,          2.364,          960.2,          928.7,              0,              0,            219,           1321,

3,192.168.2.3,178.162.219.58,34245,443,1492100071.370077 , 1492100074.381998 ,             14,              9,              1,              0,             13,              9,              8,              0,              1,              0,              1,              0,              1,              0,           1468,           4027,              4,              7,           1468,           4269,              0,              1,              0,            242,              0,              0,              0,              0,              0,              0,              4,              5,            1/0,            1/1,            Y/Y,            Y/Y,              6,             10,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,           1131,           1448,             31,             31,            366,            609,          99200,          32768,          87616,          30720,              0,              0,          88231,          31488,            180,           3519,              1,              3,             NA,           4027,             NA,              0,              0,              0,              0,              0,          2.353,          1.929,          694.4,          711.0,              0,              0,            487,           1337,

4,192.168.2.3,47.127.154.104.bc.googleusercontent.com,37461,443,1492100071.639120 , 1492100074.112627 ,             13,              8,              0,              0,             12,              8,              7,              1,              1,              0,              1,              0,              1,              0,            907,           4213,              5,              6,           1217,           4487,              1,              1,            310,            274,              0,              0,              0,              0,              0,              0,              5,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1240,            310,           1228,            126,            274,            243,            747,          99904,          26752,          87616,          25728,              0,              0,          94794,          25874,            187,           2922,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          2.134,          1.691,          716.0,          733.2,              0,              0,            367,           1703,

5,192.168.2.3,a96-17-211-37.deploy.akamaitechnologies.com,39592,443,1492100071.641062 , 1492100074.290411 ,             16,             12,              1,              0,             15,             12,              9,              2,              1,              0,              1,              0,              1,              0,           1449,           5532,              5,              8,           2551,           5774,              1,              1,           1102,            242,              0,              0,              0,              0,              0,              0,              5,              6,            1/0,            1/1,            Y/Y,            Y/Y,              6,              5,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,           1102,           1448,             31,             31,            510,            721,          99200,          32928,          87616,          30048,              0,              0,          89885,          30833,            190,           1448,              1,              1,             NA,           5532,             NA,              0,              0,              0,              0,              0,          2.314,          1.905,          584.2,          645.0,              0,              0,            547,           2088,

