conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-54-235-173-224.compute-1.amazonaws.com,36011,443,1492100398.653717 , 1492100402.592811 ,             16,             11,              0,              0,             13,             11,             10,              1,              2,              0,              2,              0,              1,              0,           1524,           6089,              3,              7,           1524,           6089,              2,              2,              2,              2,              0,              0,              0,              0,              0,              0,              3,              4,            3/0,            3/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1460,           1215,           1448,            126,             51,            507,            869,          99200,          32768,          87616,          30464,              0,              0,          94301,          30752,            183,           5869,              1,              5,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.387,          0.354,         2003.5,          657.2,              0,              0,            387,           1546,

2,192.168.2.3,47.127.154.104.bc.googleusercontent.com,38419,443,1492100399.755493 , 1492100402.562800 ,             13,              9,              0,              0,             11,              9,              7,              1,              1,              0,              1,              0,              1,              0,            907,           4772,              4,              6,            907,           4772,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              4,              4,            2/0,            2/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1240,            310,           1228,            126,            274,            226,            795,         102336,          27776,          87616,          25728,              0,              0,          93876,          26166,            187,           2922,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.403,          0.414,         1257.0,          680.0,              0,              0,            323,           1700,

3,192.168.2.3,178.162.219.58,51837,443,1492100399.780535 , 1492100403.171150 ,             13,              8,              1,              0,             11,              8,              6,              0,              1,              0,              1,              0,              1,              0,           1518,           4027,              4,              6,           1518,           4027,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              4,              4,            2/0,            2/1,            Y/Y,            Y/Y,              6,             10,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,           1181,           1448,             31,             31,            379,            671,          99200,          32768,          87616,          30720,              0,              0,          85184,          31402,            180,           1448,              1,              1,             NA,           4027,             NA,              0,              0,              0,              0,              0,          0.875,          0.613,         1361.1,          341.6,              0,              0,            448,           1188,

4,192.168.2.3,edge-star-shv-01-dft4.facebook.com,53237,443,1492100401.991724 , 1492100402.542745 ,             10,              8,              0,              0,              9,              8,              6,              2,              0,              0,              0,              0,              0,              0,            798,           4808,              3,              5,            798,           4808,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            265,            961,         101632,          30208,          87616,          29184,              0,              0,          94464,          29476,            184,           3493,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.267,          0.297,          666.3,          705.0,              0,              0,           1448,           8726,
