conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-54-243-90-113.compute-1.amazonaws.com,48193,443,1492101208.75017 , 1492101210.483 ,             12,             10,              0,              0,             11,             10,              8,              2,              0,              0,              0,              0,              0,              0,           1523,           6089,              3,              7,           1523,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1214,           1448,            126,             51,            507,            869,          99200,          33792,          87616,          15872,              0,              0,          95517,          19854,            183,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.922,          0.663,         2030.2,         2068.9,              0,              0,            791,           3162,

2,192.168.2.3,edge-star-shv-01-dft4.facebook.com,53776,443,1492101208.275486 , 1492101209.574512 ,             10,              9,              0,              0,              9,              9,              6,              3,              0,              0,              0,              0,              0,              0,            798,           4809,              3,              5,            798,           4809,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            265,            961,         101632,          30208,          87616,          29184,              0,              0,          94464,          29568,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.537,          0.229,         2481.3,         2456.1,              0,              0,            614,           3702,

3,192.168.2.3,178.162.219.58,55296,443,1492101209.195014 , 1492101211.245839 ,             11,              9,              1,              1,             10,              8,              5,              0,              0,              0,              0,              0,              0,              0,           1471,           4027,              4,              6,           1471,           4027,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/1,            Y/Y,            Y/Y,              6,             10,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1134,           1448,             31,             31,            367,            671,          99200,          32768,          87616,          30720,              0,              0,          84940,          27648,            180,           1448,              1,              1,             NA,           4028,             NA,              1,              0,              0,              0,              0,          1.215,          0.851,          478.4,          495.1,              0,              0,            717,           1964,

4,192.168.2.3,47.127.154.104.bc.googleusercontent.com,51351,443,1492101209.516698 , 1492101211.257636 ,             12,             10,              0,              0,             11,             10,              7,              3,              0,              0,              0,              0,              0,              0,            907,           4772,              4,              6,            907,           4772,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1240,            310,           1228,            126,            274,            226,            795,         102336,          27776,          87616,          25728,              0,              0,          94993,          26069,            187,           2456,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.172,          1.054,          773.0,          774.9,              0,              0,            521,           2741,
