conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,server-54-230-7-140.dfw3.r.cloudfront.net,46121,443,1492102396.726941 , 1492102400.441161 ,             13,              9,              0,              0,             11,              9,              8,              1,              1,              0,              1,              0,              1,              0,            721,           5209,              3,              6,            721,           5209,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              3,              3,            2/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            408,           1448,            126,            201,            240,            868,         102080,          31232,          87616,          30208,              0,              0,          94725,          30354,            187,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.247,          1.071,          982.9,          819.5,              0,              0,            194,           1402,

2,192.168.2.3,ec2-107-20-246-158.compute-1.amazonaws.com,48717,443,1492102396.749160 , 1492102400.410938 ,             14,             10,              0,              0,             12,             10,              9,              1,              1,              0,              1,              0,              1,              0,           1244,           7172,              3,              7,           1244,           7172,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              3,              4,            2/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            928,           1448,            126,             51,            414,           1024,         102080,          32256,          87616,          30464,              0,              0,          95098,          30688,            190,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.347,          1.083,          990.7,          791.8,              0,              0,            340,           1959,

3,192.168.2.3,edge-star-shv-01-dft4.facebook.com,41903,443,1492102396.827165 , 1492102400.441381 ,             12,              9,              0,              0,             10,              9,              7,              2,              1,              0,              1,              0,              1,              0,            798,           4807,              3,              5,            798,           4807,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              3,              3,            2/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            265,            961,         101632,          30208,          87616,          29184,              0,              0,          93779,          29476,            184,           3493,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.244,          1.142,          992.7,          804.2,              0,              0,            221,           1330,

4,192.168.2.3,api.braintreegateway.com,50401,443,1492102396.955345 , 1492102400.441373 ,             12,              7,              0,              0,             10,              7,              7,              0,              1,              0,              1,              0,              1,              0,            652,           4590,              3,              5,            652,           4590,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              3,              3,            2/0,            2/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1320,            336,           1448,            126,            258,            217,            917,         102080,          16640,          87616,          15552,              0,              0,          93990,          15769,            190,           3453,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.250,          1.133,          994.5,          808.8,              0,              0,            187,           1317,
