conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,server-54-230-7-33.dfw3.r.cloudfront.net,55324,443,1492102688.227693 , 1492102692.284890 ,             14,              9,              0,              0,             13,              9,              8,              1,              1,              0,              1,              0,              1,              0,            752,           5209,              4,              7,            752,           5410,              0,              1,              0,            201,              0,              0,              0,              0,              0,              0,              4,              4,            1/1,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            408,           1448,             31,            201,            187,            772,         102080,          31232,          87616,          30208,              0,              0,          96748,          30336,            187,           2896,              1,              2,            752,             NA,              0,             NA,              0,              0,              0,              0,          3.798,          0.872,         2386.5,         2494.9,              0,              0,            185,           1284,
2,192.168.2.3,ec2-174-129-204-117.compute-1.amazonaws.com,44452,443,1492102688.258114 , 1492102689.988338 ,             12,              9,              0,              0,             11,              9,              8,              1,              0,              0,              0,              0,              0,              0,           1244,           7172,              3,              7,           1244,           7172,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            928,           1448,            126,             51,            414,           1024,         102080,          32256,          87616,          30464,              0,              0,          95778,          30688,            190,           5869,              1,              5,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.365,          0.896,         2369.3,         2402.2,              0,              0,            719,           4145,
3,192.168.2.3,edge-star-shv-02-dft4.facebook.com,56853,443,1492102688.341113 , 1492102692.290599 ,             15,             13,              0,              0,             14,             13,              8,              5,              1,              0,              1,              0,              1,              0,           1289,           5441,              6,              7,           1473,           6139,              1,              1,            184,            698,              0,              0,              0,              0,              0,              0,              6,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            245,            876,         104384,          31232,          87616,          29184,              0,              0,          96013,          29696,            184,           3494,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          3.794,          1.732,         1494.9,         1566.6,              0,              0,            326,           1378,
4,192.168.2.3,api.braintreegateway.com,54524,443,1492102688.473049 , 1492102691.690684 ,             14,              8,              2,              0,             11,              8,              6,              0,              0,              0,              0,              0,              0,              0,            683,           4621,              4,              6,            683,           4621,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/1,            1/1,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1320,            336,           1448,             31,             31,            170,            770,         102080,          16640,          87616,          15552,              0,              0,          81265,          16018,            190,           3453,              1,              3,            684,           4621,              1,              0,              0,              0,              0,              0,          2.456,          2.596,         1541.0,         1823.3,              0,              0,            212,           1436,
5,192.168.2.3,ec2-54-165-89-63.compute-1.amazonaws.com,46518,443,1492102688.881575 , 1492102690.438243 ,             14,             14,              0,              0,             13,             14,              9,              3,              0,              1,              0,              1,              0,              1,            594,          11077,              4,             10,            762,          11077,              1,              0,            168,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,            300,           1448,            126,             30,            190,           1107,         110784,          29184,          87616,          28160,              0,              0,          97422,          28632,            168,           5204,              1,              4,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.029,          0.551,         1919.4,         1953.5,              0,              0,            382,           7116,
6,192.168.2.3,den02s01-in-f20.1e100.net,33086,443,1492102689.758686 , 1492102692.356450 ,            104,            190,              0,              0,            103,            190,            100,              1,              0,              0,              0,              0,              0,              0,            554,         264818,              3,            188,            554,         264818,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,             15,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,            241,           1418,            126,            262,            184,           1408,         393920,          44672,          87616,          43520,              0,              0,         297575,          44641,            187,           1418,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.157,          2.526,          517.3,          508.4,              0,              0,            213,         101941,
7,192.168.2.3,den02s01-in-f20.1e100.net,60750,443,1492102689.779808 , 1492102692.356456 ,            147,            182,              0,              0,            146,            182,            143,              1,              1,              0,              1,              0,              1,              0,            554,         250707,              3,            180,            554,         251515,              0,              1,              0,            808,              0,              0,              0,              0,              0,              0,              3,             15,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1380,            241,           1418,            126,            262,            184,           1397,         393920,          44672,          87616,          43520,              0,              0,         282711,          44633,            187,           3644,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.153,          2.494,          262.6,          262.8,              0,              0,            215,          97300,
8,192.168.2.3,den02s02-in-f2.1e100.net,50786,443,1492102689.858401 , 1492102690.338138 ,              9,              7,              0,              0,              8,              7,              5,              1,              0,              0,              0,              0,              0,              0,            602,           4873,              3,              5,            602,           4873,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,            281,           1418,            126,            278,            200,            974,         101824,          44672,          87616,          43520,              0,              0,          94008,          43712,            195,           4005,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.262,          0.355,         2019.5,         2051.2,              0,              0,           1255,          10158,
9,192.168.2.3,ec2-54-225-130-79.compute-1.amazonaws.com,55945,443,1492102690.61789 , 1492102691.635076 ,             12,             13,              0,              0,             11,             13,              7,              5,              0,              1,              0,              1,              0,              1,           1563,           6089,              4,              7,           2817,           6089,              1,              0,           1254,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,           1254,           1448,            126,             51,            704,            869,          99200,          33792,          87616,          15872,              0,              0,          95517,          20352,            183,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.091,          1.031,          879.2,          722.5,              0,              0,            993,           3870,
