conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,ec2-54-243-58-1.compute-1.amazonaws.com,35527,443,1492102587.312190 , 1492102590.374509 ,             16,             11,              2,              0,             13,             11,              8,              1,              0,              0,              0,              0,              0,              0,           1275,           7203,              4,              8,           1275,           7203,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              5,            1/1,            1/1,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            928,           1448,             31,             31,            318,            900,         102080,          32256,          87616,          30464,              0,              0,          83848,          31001,            190,           1448,              1,              1,           1276,           7203,              1,              0,              0,              0,              0,              0,          2.448,          2.401,         1942.1,         2079.7,              0,              0,            416,           2352,
2,192.168.2.3,edge-star-shv-01-dft4.facebook.com,36118,443,1492102587.415192 , 1492102589.532631 ,             15,             12,              3,              0,             11,             12,              6,              3,              0,              0,              0,              0,              0,              0,            829,           4840,              4,              6,            829,           4840,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              4,              4,            1/1,            1/2,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,             31,             31,            207,            806,         101632,          30208,          87616,          29184,              0,              0,          75245,          29742,            184,           1398,              1,              1,            830,           4840,              1,              0,              0,              0,              0,              0,          1.401,          1.547,         1108.5,         1334.8,              0,              0,            392,           2286,
3,192.168.2.3,api.braintreegateway.com,54755,443,1492102587.541777 , 1492102588.816442 ,             14,              8,              2,              0,             11,              8,              6,              0,              0,              0,              0,              0,              0,              0,            683,           4620,              4,              6,            683,           4620,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/1,            1/1,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1320,            336,           1448,             31,             31,            170,            769,         102080,          16640,          87616,          15552,              0,              0,          81265,          16018,            190,           3453,              1,              3,            684,           4620,              1,              0,              0,              0,              0,              0,          0.834,          0.819,          581.0,          653.0,              0,              0,            536,           3624,
4,192.168.2.3,server-54-230-7-74.dfw3.r.cloudfront.net,42044,443,1492102587.779364 , 1492102589.591991 ,             14,              9,              0,              0,             13,              9,              8,              1,              0,              0,              0,              0,              0,              0,            752,           5209,              4,              6,            752,           5209,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/1,            1/1,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            408,           1448,             31,            201,            187,            868,         102080,          31232,          87616,          30208,              0,              0,          96969,          30464,            187,           1448,              1,              1,            752,           5209,              0,              0,              0,              0,              0,              0,          1.606,          0.229,         1292.7,         1407.4,              0,              0,            415,           2874,
5,192.168.2.3,ec2-54-165-89-63.compute-1.amazonaws.com,46616,443,1492102587.990452 , 1492102588.458989 ,             13,             13,              0,              0,             12,             13,              9,              2,              0,              0,              0,              0,              0,              0,            594,          11260,              3,             10,            594,          11260,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            300,           1448,            126,             51,            197,           1125,         110784,          29184,          87616,          28160,              0,              0,          98240,          28672,            168,           4096,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.223,          0.281,         2112.8,         2144.9,              0,              0,           1268,          24032,
6,192.168.2.3,173.0.82.206,42001,443,1492102588.209127 , 1492102588.584172 ,             12,              9,              2,              0,              9,              9,              4,              1,              0,              0,              0,              0,              0,              0,            644,           4992,              4,              6,            644,           4992,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/1,            1/1,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,            303,           1368,             31,             31,            160,            831,         101312,          31104,          87616,          30080,              0,              0,          77410,          30464,            184,           3792,              1,              3,            644,           4992,              0,              0,              0,              0,              0,              0,          0.289,          0.201,           90.8,          109.8,              0,              0,           1717,          13310,
7,192.168.2.3,svcs.paypal.com,45339,443,1492102588.321242 , 1492102588.800855 ,             12,             13,              0,              0,             11,             13,              6,              3,              0,              0,              0,              0,              0,              0,           2801,           5755,              5,              8,           2801,           5755,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              6,            1/0,            1/1,            Y/Y,            N/Y,              0,              0,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1448,           1448,            181,             53,            560,            719,          65535,           7181,          65535,           4380,              0,              0,          65535,           5828,            181,           1448,              1,              1,             NA,           5755,             NA,              0,              0,              0,              0,              0,          0.248,          0.315,         1770.9,         1810.9,              0,              0,           5840,          11999,
8,192.168.2.3,ec2-54-243-81-55.compute-1.amazonaws.com,36010,443,1492102588.326355 , 1492102590.571803 ,             16,             11,              2,              0,             13,             11,              8,              1,              0,              0,              0,              0,              0,              0,           1593,           6120,              4,              8,           1593,           6120,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              5,            1/1,            1/1,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1253,           1448,             31,             31,            398,            764,          99200,          34816,          87616,          19200,              0,              0,          83272,          23884,            183,           1448,              1,              1,           1594,           6120,              1,              0,              0,              0,              0,              0,          2.077,          2.084,         1746.0,         1860.5,              0,              0,            709,           2726,
9,192.168.2.3,173.0.82.211,46960,443,1492102588.584175 , 1492102589.17688 ,             10,              9,              1,              0,              9,              9,              4,              1,              0,              0,              0,              0,              0,              0,            582,           4544,              4,              6,            582,           4544,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/1,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,            239,           1368,             31,             31,            145,            757,         101312,          31104,          87616,          30080,              0,              0,          83356,          30464,            186,           3792,              1,              3,             NA,           4544,             NA,              0,              0,              0,              0,              0,          0.346,          0.222,          122.6,          120.6,              0,              0,           1343,          10482,
