conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,server-54-230-7-74.dfw3.r.cloudfront.net,36256,443,1492102620.591466 , 1492102622.116527 ,             14,              9,              0,              0,             13,              9,              8,              1,              0,              0,              0,              0,              0,              0,            752,           5209,              4,              6,            752,           5209,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/1,            1/1,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            408,           1448,             31,            201,            187,            868,         102080,          31232,          87616,          30208,              0,              0,          96969,          30464,            187,           4545,              1,              4,            752,           5209,              0,              0,              0,              0,              0,              0,          1.458,          0.153,         1226.9,         1303.3,              0,              0,            493,           3416,
2,192.168.2.3,ec2-50-17-188-98.compute-1.amazonaws.com,50547,443,1492102620.599908 , 1492102625.214018 ,             20,             13,              4,              0,             15,             13,              8,              2,              0,              1,              0,              1,              0,              1,           1275,           7203,              6,              8,           1337,           7203,              2,              1,             64,              1,              0,              0,              0,              0,              0,              0,              6,              5,            1/3,            1/2,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,            928,           1448,             31,             31,            222,            900,         102080,          32256,          87616,          30464,              0,              0,          76941,          31210,            190,           5869,              1,              5,           1276,           7203,              1,              0,              0,              0,              0,              0,          3.946,          4.232,         2871.3,         4040.1,              0,              0,            276,           1561,
3,192.168.2.3,edge-star-shv-01-dft4.facebook.com,53294,443,1492102620.689824 , 1492102620.978725 ,              9,              8,              0,              0,              8,              8,              5,              2,              0,              0,              0,              0,              0,              0,            798,           4808,              3,              5,            798,           4808,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            265,            961,         101632,          30208,          87616,          29184,              0,              0,          93920,          29476,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.118,          0.175,         4235.3,         4275.1,              0,              0,           2762,          16642,
4,192.168.2.3,api.braintreegateway.com,51306,443,1492102620.845467 , 1492102621.98715 ,             10,              6,              0,              0,              9,              6,              6,              0,              0,              0,              0,              0,              0,              0,            652,           4589,              3,              5,            652,           4589,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1320,            336,           1448,            126,            258,            217,            917,         102080,          16640,          87616,          15552,              0,              0,          94698,          15769,            190,           3453,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.131,          0.131,         4115.3,         4152.6,              0,              0,           2575,          18121,
5,192.168.2.3,ec2-50-17-200-4.compute-1.amazonaws.com,42946,443,1492102620.981360 , 1492102621.369052 ,             11,             10,              0,              0,             10,             10,              7,              2,              0,              0,              0,              0,              0,              0,           1483,           6089,              3,              7,           1483,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1174,           1448,            126,             51,            494,            869,          99200,          33792,          87616,          15872,              0,              0,          95148,          19854,            183,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.203,          0.200,         3845.0,         3884.4,              0,              0,           3825,          15706,
6,192.168.2.3,ec2-54-165-89-63.compute-1.amazonaws.com,42855,443,1492102621.277706 , 1492102621.729081 ,             13,             13,              0,              0,             12,             13,              9,              2,              0,              0,              0,              0,              0,              0,            594,          11081,              3,             10,            594,          11081,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            300,           1448,            126,             34,            197,           1107,         110784,          29184,          87616,          28160,              0,              0,          98240,          28672,            168,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.194,          0.279,         3484.9,         3526.2,              0,              0,           1316,          24549,
7,192.168.2.3,173.0.82.206,48061,443,1492102621.377871 , 1492102621.781261 ,             10,             10,              1,              0,              9,             10,              4,              3,              0,              0,              0,              0,              0,              0,            644,           4990,              4,              6,            644,           4990,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/1,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,            303,           1368,             31,             31,            160,            831,         101312,          31104,          87616,          30080,              0,              0,          83356,          30307,            184,           1368,              1,              1,             NA,           4990,             NA,              0,              0,              0,              0,              0,          0.320,          0.229,          103.8,          106.8,              0,              0,           1596,          12370,
8,192.168.2.3,66.211.168.180,48290,443,1492102621.537295 , 1492102622.118732 ,             12,             11,              0,              0,             11,             11,              6,              3,              0,              0,              0,              0,              0,              0,           2801,           5676,              5,              6,           2801,           5676,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/1,            Y/Y,            N/Y,              0,              0,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,           1368,           1368,            181,             75,            560,            945,          65535,           6941,          65535,           4140,              0,              0,          65535,           5104,            181,           4104,              1,              3,             NA,           5676,             NA,              0,              0,              0,              0,              0,          0.285,          0.380,         3095.3,         3128.7,              0,              0,           4817,           9762,
9,192.168.2.3,173.0.82.211,60345,443,1492102621.784014 , 1492102622.146068 ,             10,              9,              1,              0,              9,              9,              4,              1,              0,              0,              0,              0,              0,              0,            582,           4544,              4,              6,            582,           4544,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/1,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1380,            239,           1368,             31,             31,            145,            757,         101312,          31104,          87616,          30080,              0,              0,          83356,          30464,            186,           2736,              1,              2,             NA,           4544,             NA,              0,              0,              0,              0,              0,          0.285,          0.194,           92.2,          101.1,              0,              0,           1607,          12551,
10,192.168.2.3,den03s10-in-f52.1e100.net,56855,443,1492102622.176502 , 1492102624.317864 ,             21,             24,              0,              0,             20,             24,             17,              1,              2,              0,              2,              0,              1,              0,            554,          25783,              3,             22,            554,          27808,              0,              2,              0,           2025,              0,              0,              0,              0,              0,              0,              3,             17,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1380,            241,           1418,            126,            262,            184,           1263,         144320,          44672,          87616,          43520,              0,              0,         115558,          44421,            187,           3644,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.101,          2.100,          900.6,          897.4,              0,              0,            259,          12040,
11,192.168.2.3,den03s10-in-f52.1e100.net,33251,443,1492102622.200644 , 1492102624.938228 ,             36,             41,              0,              0,             35,             41,             32,              1,              2,              0,              2,              0,              1,              0,            554,          50503,              3,             39,            554,          53339,              0,              2,              0,           2836,              0,              0,              0,              0,              0,              0,              3,             16,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1380,            241,           1418,            126,            262,            184,           1367,         192576,          44672,          87616,          43520,              0,              0,         141674,          44528,            187,           3644,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.078,          2.684,         1370.8,         1370.0,              0,              0,            202,          18448,
12,192.168.2.3,den03s10-in-f52.1e100.net,54258,443,1492102622.202148 , 1492102624.932819 ,             36,             41,              0,              0,             35,             41,             32,              1,              2,              0,              2,              0,              1,              0,            554,          49563,              3,             39,            554,          52399,              0,              2,              0,           2836,              0,              0,              0,              0,              0,              0,              3,             17,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1380,            241,           1418,            126,            262,            184,           1343,         189696,          44672,          87616,          43520,              0,              0,         139487,          44528,            187,           3644,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.110,          2.674,         1294.1,         1289.5,              0,              0,            203,          18150,
13,192.168.2.3,den03s10-in-f52.1e100.net,60785,443,1492102622.225090 , 1492102625.212964 ,             28,             26,              0,              0,             27,             26,             24,              1,              3,              0,              3,              0,              1,              0,            554,          26662,              3,             24,            554,          27448,              0,              3,              0,            786,              0,              0,              0,              0,              0,              0,              3,             18,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              3,              0,              0,              0,              0,              0,           1460,           1380,            241,           1418,            126,            262,            184,           1143,         144320,          44672,          87616,          43520,              0,              0,         111992,          44303,            187,           3644,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.286,          2.918,         1234.2,         1243.3,              0,              0,            185,           8923,
14,edge-star-shv-01-dft4.facebook.com,192.168.2.3,443,39558,1492102623.656900 , 1492102624.853678 ,              5,              4,              2,              1,              3,              4,              0,              1,              0,              0,              0,              0,              0,              0,             77,             77,              2,              2,             77,             77,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            0/1,            0/0,            N/Y,            N/Y,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,             46,             46,             31,             31,             38,             38,            127,           1386,            127,           1386,              0,              0,             76,           1039,             46,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.005,          0.000,         1190.4,            7.3,              0,              0,             64,             64,
