conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,server-54-230-7-198.dfw3.r.cloudfront.net,37369,emwavemsg,1492103126.350561 , 1492103129.826578 ,              2,             25,              0,              0,              2,             25,              1,              0,              1,              0,              0,              0,              1,              0,            286,          36200,              1,             25,            286,          36200,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              0,            0/0,            0/0,            N/Y,            N/Y,              0,              0,              N,              N,              1,              0,              0,              0,              0,              0,              0,              0,            286,           1448,            286,           1448,            285,           1447,           6166,            130,           6166,            130,              0,              0,           6166,            130,            286,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          3.090,         3476.0,         2140.2,              0,              0,             82,          10414,

2,192.168.2.3,ec2-54-236-187-174.compute-1.amazonaws.com,45972,443,1492103128.787726 , 1492103130.43476 ,              6,              2,              0,              0,              3,              2,              2,              0,              1,              0,              1,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          43808,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          641.2,          321.4,              0,              0,            103,              0,

3,192.168.2.3,ec2-54-236-187-174.compute-1.amazonaws.com,45973,443,1492103128.787730 , 1492103130.95847 ,              6,              2,              0,              0,              3,              2,              2,              0,              1,              0,              1,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          43808,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          641.6,          321.4,              0,              0,             99,              0,

4,192.168.2.3,ec2-54-236-187-174.compute-1.amazonaws.com,45974,443,1492103128.787734 , 1492103129.972521 ,              6,              2,              0,              0,              3,              2,              2,              0,              1,              0,              1,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          43808,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          641.6,          351.5,              0,              0,            109,              0,

5,192.168.2.3,ec2-52-45-219-10.compute-1.amazonaws.com,45200,443,1492103129.451753 , 1492103130.159474 ,              3,              1,              0,              0,              2,              1,              1,              0,              0,              0,              0,              0,              0,              0,            132,              0,              1,              0,            132,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              0,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            132,              0,            132,              0,            131,              0,          87616,          26847,          87616,          26847,              0,              0,          58410,          26847,            132,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          390.1,          320.3,              0,              0,            187,              0,

