conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,edge-star-shv-01-dft4.facebook.com,49140,443,1492103018.47895 , 1492103022.56979 ,              6,              2,              0,              0,              3,              2,              2,              0,              1,              0,              1,              0,              1,              0,            184,              0,              1,              0,            184,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1410,            184,              0,            184,              0,            183,              0,          87616,          27960,          87616,          27960,              0,              0,          43808,          27960,            184,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,         2000.2,          223.5,              0,              0,             46,              0,

2,192.168.2.3,ec2-54-209-62-170.compute-1.amazonaws.com,44445,443,1492103018.200959 , 1492103022.44246 ,              5,              2,              0,              0,              2,              2,              2,              0,              1,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              0,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,              0,              0,              0,              0,              0,              0,          87616,          26847,          87616,          26847,              0,              0,          35046,          26847,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,         2001.1,          220.0,              0,              0,              0,              0,

3,192.168.2.3,ec2-54-209-62-170.compute-1.amazonaws.com,44446,443,1492103018.201424 , 1492103022.241990 ,              6,              2,              0,              0,              3,              2,              2,              0,              1,              0,              1,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          43808,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,         2001.2,          220.0,              0,              0,             32,              0,

4,192.168.2.3,ec2-54-209-62-170.compute-1.amazonaws.com,44447,443,1492103018.202257 , 1492103022.140211 ,              6,              2,              0,              0,              3,              2,              2,              0,              1,              0,              1,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          43808,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,         2001.3,          221.1,              0,              0,             33,              0,
