conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,edge-star-shv-01-dft4.facebook.com,45818,443,1492103530.290535 , 1492103534.138384 ,              9,              7,              0,              0,              6,              7,              4,              1,              0,              0,              0,              0,              0,              0,            310,           3494,              2,              3,            310,           3494,              2,              2,              2,              2,              0,              0,              0,              0,              0,              0,              2,              1,            3/0,            3/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            184,           1398,            126,            698,            154,           1164,          96000,          29184,          87616,          29184,              0,              0,          91818,          29184,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.707,          0.004,         2533.3,         1897.6,              0,              0,             81,            908,

2,192.168.2.3,72.51.26.219,49747,emwavemsg,1492103530.382261 , 1492103534.7543 ,              5,              2,              0,              0,              2,              2,              1,              0,              0,              0,              0,              0,              0,              0,            286,              0,              1,              0,            286,              0,              2,              1,              2,              1,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            2/0,            Y/Y,            Y/Y,              6,              2,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            286,              0,            286,              0,            285,              0,          87616,           4380,          87616,           4380,              0,              0,          35046,           4380,            286,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,         2441.6,         3085.0,              0,              0,             79,              0,

3,192.168.2.3,ec2-34-197-6-214.compute-1.amazonaws.com,57770,443,1492103532.823807 , 1492103534.15303 ,              7,              3,              0,              0,              4,              3,              3,              0,              2,              0,              2,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              2,              2,              2,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            3/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          50066,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          590.3,          533.8,              0,              0,            108,              0,

4,192.168.2.3,ec2-34-197-6-214.compute-1.amazonaws.com,57771,443,1492103532.823823 , 1492103534.12507 ,              7,              3,              0,              0,              4,              3,              3,              0,              2,              0,              2,              0,              1,              0,            129,              0,              1,              0,            129,              0,              2,              2,              2,              2,              0,              0,              0,              0,              0,              0,              1,              0,            3/0,            3/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1460,            129,              0,            129,              0,            128,              0,          87616,          26847,          87616,          26847,              0,              0,          50066,          26847,            129,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          590.3,          534.9,              0,              0,            109,              0,
