conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,server-54-230-7-190.dfw3.r.cloudfront.net,51402,emwavemsg,1492103002.251465 , 1492103004.394942 ,             43,             43,              0,              0,             43,             43,             42,              1,              0,              0,              0,              0,              0,              0,            286,          59366,              1,             42,            286,          59366,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              2,            0/0,            0/0,            N/Y,            N/Y,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,            286,           1448,            286,            605,            285,           1413,           5080,            122,           3224,            122,              0,              0,           4130,            122,            286,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          1.252,         1538.1,         1539.9,              0,              0,            133,          27696,

2,192.168.2.3,ec2-52-202-7-20.compute-1.amazonaws.com,40379,443,1492103002.350692 , 1492103005.99706 ,              7,              5,              0,              0,              6,              5,              4,              1,              0,              0,              0,              0,              0,              0,            266,           2702,              2,              3,            266,           2702,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            132,             59,            132,            900,          93440,          29184,          87616,          28160,              0,              0,          91008,          28416,            132,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.247,          0.579,         1115.0,         1234.4,              0,              0,             97,            983,

3,192.168.2.3,server-216-137-43-230.dfw3.r.cloudfront.net,39359,443,1492103002.453067 , 1492103005.893163 ,             12,             14,              1,              0,             11,             14,              6,              4,              1,              0,              1,              0,              1,              0,            476,           6559,              4,              7,            476,           6559,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            2/1,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            165,           1448,             37,             37,            118,            936,         105024,          32256,          87616,          30208,              0,              0,          85451,          31573,            140,           1448,              1,              1,             NA,           6559,             NA,              0,              0,              0,              0,              0,          2.244,          1.216,         1028.5,         1157.6,              0,              0,            138,           1907,

4,192.168.2.3,edge-star-shv-01-dft4.facebook.com,59350,443,1492103003.128163 , 1492103005.917267 ,             13,             10,              0,              0,             11,             10,              8,              2,              2,              0,              2,              0,              1,              0,            733,           4773,              3,              5,            733,           4773,              1,              2,              1,              2,              0,              0,              0,              0,              0,              0,              3,              3,            2/0,            3/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1410,            423,           1398,            126,            258,            244,            954,         101632,          30208,          87616,          29184,              0,              0,          93218,          29476,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          1.378,          0.898,         1004.3,          617.2,              0,              0,            263,           1711,
