conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,edge-star-shv-01-dft4.facebook.com,34566,443,1494122445.863672 , 1494122446.323437 ,             10,              8,              0,              0,              9,              8,              6,              2,              0,              0,              0,              0,              0,              0,            733,           4773,              3,              5,            733,           4773,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            423,           1398,            126,            258,            244,            954,         101632,          30208,          87616,          29184,              0,              0,          94464,          29476,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.158,          0.313,         2019.7,         2060.8,              0,              0,           1594,          10381,
2,192.168.2.3,65.39.128.135,37056,emwavemsg,1494122445.979434 , 1494122446.382286 ,             49,             47,              0,              0,             48,             47,             46,              1,              0,              0,              0,              0,              0,              0,            286,          61056,              1,             44,            286,          61056,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              3,            1/1,            1/1,            Y/Y,            Y/Y,              6,              2,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            286,           1448,            286,            225,            285,           1387,         210304,           4664,          87616,           4664,              0,              0,         150732,           4664,            286,            225,              1,              1,            286,          61056,              0,              0,              0,              0,              0,              0,          0.000,          0.206,           72.0,           58.2,              0,              0,            710,         151559,
3,192.168.2.3,ec2-54-236-187-174.compute-1.amazonaws.com,48311,443,1494122446.108496 , 1494122446.560238 ,              7,              5,              0,              0,              6,              5,              4,              1,              0,              0,              0,              0,              0,              0,            263,           2702,              2,              3,            263,           2702,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            129,             59,            131,            900,          93440,          31488,          87616,          30464,              0,              0,          91008,          30720,            129,           2643,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.214,          0.209,         1782.9,         1784.3,              0,              0,            582,           5981,
4,192.168.2.3,ec2-54-236-187-174.compute-1.amazonaws.com,48312,443,1494122446.108506 , 1494122446.565210 ,              7,              5,              0,              0,              6,              5,              4,              1,              0,              0,              0,              0,              0,              0,            263,           2702,              2,              3,            263,           2702,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            129,             59,            131,            900,          93440,          29184,          87616,          28160,              0,              0,          91008,          28416,            129,           2643,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.146,          0.137,         1777.9,         1778.7,              0,              0,            576,           5916,
5,192.168.2.3,ec2-54-236-187-174.compute-1.amazonaws.com,48313,443,1494122446.108509 , 1494122446.613331 ,              7,              5,              0,              0,              6,              5,              4,              1,              0,              0,              0,              0,              0,              0,            263,           2702,              2,              3,            263,           2702,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            129,             59,            131,            900,          93440,          31488,          87616,          30464,              0,              0,          91008,          30720,            129,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.096,          0.095,         1729.8,         1768.5,              0,              0,            521,           5352,
6,192.168.2.3,ec2-52-202-7-20.compute-1.amazonaws.com,47125,443,1494122446.136913 , 1494122446.763248 ,              7,              5,              0,              0,              6,              5,              4,              1,              0,              0,              0,              0,              0,              0,            266,           2702,              2,              3,            266,           2702,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            132,             59,            132,            900,          93440,          29184,          87616,          28160,              0,              0,          91008,          28416,            132,           2643,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.094,          0.168,         1579.9,         1615.6,              0,              0,            425,           4314,
7,192.168.2.3,ec2-54-235-209-92.compute-1.amazonaws.com,39749,443,1494122447.648959 , 1494122448.263205 ,             12,              9,              0,              0,             11,              9,              6,              2,              0,              0,              0,              0,              0,              0,           1993,           4922,              5,              6,           1993,           4922,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              5,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            566,           1448,            126,             51,            398,            820,          99200,          31488,          87616,          28160,              0,              0,          93684,          29376,            202,           2645,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.329,          0.418,          205.5,          121.0,              0,              0,           3245,           8013,
8,192.168.2.3,ec2-54-235-209-92.compute-1.amazonaws.com,39750,443,1494122447.995162 , 1494122448.343149 ,              7,              5,              0,              0,              6,              5,              3,              2,              0,              0,              0,              0,              0,              0,            857,            412,              3,              2,            857,            412,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            572,            267,             51,            145,            285,            205,          88704,          29184,          87616,          28160,              0,              0,          87797,          28672,            234,            145,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.076,          0.155,          190.4,           81.5,              0,              0,           2463,           1184,
9,192.168.2.3,ec2-54-235-209-92.compute-1.amazonaws.com,39751,443,1494122448.71715 , 1494122448.338268 ,              5,              4,              0,              0,              4,              4,              2,              2,              0,              0,              0,              0,              0,              0,            285,            145,              2,              1,            285,            145,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              1,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            234,            145,             51,            145,            142,            144,          87616,          28160,          87616,          28160,              0,              0,          87616,          28160,            234,            145,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.075,          0.000,          117.3,          115.0,              0,              0,           1069,            544,
