conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-54-243-107-247.compute-1.amazonaws.com,40328,443,1492097893.77749 , 1492097893.391445 ,             12,             10,              0,              0,             11,             10,              8,              2,              0,              0,              0,              0,              0,              0,           1616,           6089,              3,              7,           1616,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1307,           1448,            126,             51,            538,            869,          99200,          33792,          87616,          15872,              0,              0,          95517,          19854,            183,           4096,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.163,          0.165,         1236.0,         1271.8,              0,              0,           5151,          19411,

2,192.168.2.3,151.101.52.116,54649,443,1492097893.472970 , 1492097893.841264 ,             12,              9,              0,              0,             11,              9,              6,              2,              0,              0,              0,              0,              0,              0,           1795,           5677,              5,              6,           1795,           5677,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              5,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              9,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1066,           1448,             74,             51,            358,            946,         102080,          34304,          87616,          30208,              0,              0,          95778,          31744,            164,           4344,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.151,          0.225,          786.2,          817.9,              0,              0,           4874,          15414,

3,192.168.2.3,server-54-230-123-143.dfw50.r.cloudfront.net,56850,443,1492097893.512713 , 1492097893.801514 ,             10,              8,              0,              0,              9,              8,              6,              2,              0,              0,              0,              0,              0,              0,           1277,           4946,              3,              5,           1277,           4946,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            972,           1448,            126,            242,            425,            989,         102080,          32000,          87616,          30208,              0,              0,          94698,          30720,            179,           2896,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.102,          0.206,          826.0,          857.6,              0,              0,           4422,          17126,

4,192.168.2.3,151.101.52.116,60682,443,1492097893.536774 , 1492097893.921495 ,             10,              8,              0,              0,              9,              8,              6,              1,              0,              0,              0,              0,              0,              0,            959,           5959,              3,              6,            959,           5959,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              9,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            669,           1448,            126,             51,            319,            993,         102080,          31744,          87616,          30208,              0,              0,          95018,          30646,            164,           4693,              1,              4,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.147,          0.247,          706.0,          737.6,              0,              0,           2493,          15489,
