conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-54-243-105-3.compute-1.amazonaws.com,53225,443,1492060694.439193 , 1492060695.32125 ,             15,             13,              0,              0,             14,             13,             10,              3,              1,              1,              1,              1,              1,              1,           1521,           6089,              4,              9,           1647,           6574,              1,              1,            126,            485,              0,              0,              0,              0,              0,              0,              4,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              1,              0,              0,              0,              0,           1460,           1386,           1212,           1288,            126,             51,            411,            730,         103104,          29696,          87616,          27136,              0,              0,          98121,          27562,            183,           1288,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.459,          0.399,         3144.1,         3180.7,              0,              0,           2565,          10269,

2,192.168.2.3,104.36.194.144,49135,443,1492060694.931113 , 1492060698.176184 ,             40,             42,              0,              0,             39,             42,             34,              3,             16,              0,              2,              0,              2,              0,           2605,          42124,              5,             38,           2605,          45503,              0,              3,              0,           3379,              0,              0,              0,              0,              0,              3,              5,              7,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,             16,              0,              0,              0,              0,              0,           1460,           1386,           1218,           1374,             53,             38,            520,           1197,         145344,          34560,          87616,          30080,              0,              0,         118211,          32846,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.570,          3.138,         2339.0,         1048.1,              0,              0,            803,          12981,

3,192.168.2.3,104.36.194.144,42073,443,1492060695.146870 , 1492060695.619757 ,             10,              9,              0,              0,              9,              9,              4,              2,              1,              0,              1,              0,              1,              0,           3133,            481,              5,              6,           3133,            667,              0,              1,              0,            186,              0,              0,              0,              0,              0,              0,              4,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1386,           1374,            186,             38,             38,            626,            111,          87616,          35584,          87616,          30080,              0,              0,          87616,          33184,            517,            146,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.326,          0.278,         2645.9,         2556.4,              0,              0,           6625,           1017,

4,192.168.2.3,api.braintreegateway.com,50501,443,1492060695.215247 , 1492060695.725309 ,             12,              8,              0,              0,             11,              8,              8,              0,              1,              0,              1,              0,              1,              0,            665,           6358,              3,              7,            665,           7379,              0,              1,              0,           1021,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1320,            337,           1374,            126,            258,            221,           1053,         101376,          16640,          87616,          15552,              0,              0,          95621,          15862,            202,           2748,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.141,          0.425,         2450.9,         2451.9,              0,              0,           1304,          12465,

5,192.168.2.3,ec2-54-85-13-10.compute-1.amazonaws.com,56947,443,1492060695.325290 , 1492060698.148312 ,             18,             16,              0,              0,             17,             16,             10,              5,              4,              3,              4,              3,              1,              1,           2137,           5885,              7,             10,           6259,           8221,              3,              4,           4122,           2336,              0,              0,              0,              0,              0,              0,              3,              8,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              4,              3,              0,              0,              0,              0,           1460,           1386,           1374,           1374,            126,             51,            894,            822,         101376,          35584,          87616,          30208,              0,              0,          97005,          33433,            207,           5250,              1,              4,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          2.701,          2.589,         2351.8,         1156.2,              0,              0,            757,           2085,

