conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-23-21-204-219.compute-1.amazonaws.com,36831,443,1492060977.1182 , 1492060977.383360 ,             15,             11,              0,              0,             14,             11,             10,              1,              0,              0,              0,              0,              0,              0,           2729,           6258,              4,              9,           2729,           6258,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1386,           1210,           1288,            126,             51,            682,            695,         103104,          32000,          87616,          27136,              0,              0,          98121,          27878,            183,           1288,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.288,          0.290,         3722.1,         3723.1,              0,              0,           7141,          16375,

2,192.168.2.3,104.36.194.221,55213,443,1492060977.485593 , 1492060981.53419 ,             31,             43,              0,              0,             30,             43,             25,              3,              7,              0,              0,              0,              1,              0,           2605,          40744,              5,             39,           2605,          46875,              0,              5,              0,           6131,              0,              0,              0,              0,              0,              2,              5,              7,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              7,              0,              0,              0,              0,              0,           1460,           1386,           1218,           1374,             53,             38,            520,           1201,         139840,          34560,          87616,          30080,              0,              0,         110715,          32886,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.511,          3.460,         2455.1,         1172.0,              0,              0,            730,          11420,

3,192.168.2.3,104.36.194.221,43366,443,1492060977.709478 , 1492060978.160914 ,             10,              8,              0,              0,              9,              8,              4,              2,              0,              0,              0,              0,              0,              0,           3119,            481,              5,              5,           3119,            481,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1386,           1374,            186,             38,             38,            623,             96,          87616,          35584,          87616,          30080,              0,              0,          87616,          32841,            517,            146,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.253,          0.196,         3062.1,         2944.5,              0,              0,           6909,           1065,

4,192.168.2.3,api.braintreegateway.com,51222,443,1492060977.754344 , 1492060980.722478 ,             13,             12,              0,              0,             12,             12,              6,              3,              0,              3,              0,              3,              0,              1,            665,           6357,              6,              8,           1676,           8397,              3,              2,           1011,           2040,              0,              0,              0,              0,              0,              0,              6,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              3,              0,              0,              0,              0,           1460,           1320,            337,           1374,            126,            258,            279,           1049,          98624,          16640,          87616,          15552,              0,              0,          95413,          16145,            202,           1374,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          2.901,          1.960,         2437.8,          992.5,              0,              0,            224,           2142,

5,192.168.2.3,ec2-52-6-192-30.compute-1.amazonaws.com,46742,443,1492060978.14672 , 1492060981.105428 ,             11,             13,              0,              0,             10,             13,              5,              4,              0,              3,              0,              3,              0,              1,            333,           5301,              5,              8,            711,           5454,              3,              3,            378,            153,              0,              0,              0,              0,              0,              0,              5,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              3,              0,              0,              0,              0,           1460,           1386,            207,           1374,            126,             51,            142,            681,          98624,          30208,          87616,          30208,              0,              0,          94771,          30208,            207,           4096,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          2.899,          1.745,         2423.9,          839.5,              0,              0,            108,           1715,

