conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-54-225-195-136.compute-1.amazonaws.com,39551,443,1492061233.585978 , 1492061233.891253 ,             14,             12,              0,              0,             13,             12,             10,              2,              0,              0,              0,              0,              0,              0,           1520,           6089,              3,              9,           1520,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1386,           1211,           1012,            126,             48,            506,            676,          99776,          29440,          87616,          11520,              0,              0,          95256,          14778,            183,           1012,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.169,          0.172,         1045.9,         1085.7,              0,              0,           4979,          19946,

2,192.168.2.3,104.36.194.167,47105,443,1492061234.37412 , 1492061234.937110 ,             39,             39,              0,              0,             38,             39,             33,              3,             17,              0,              0,              0,              1,              0,           2605,          42123,              5,             35,           2605,          42123,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              5,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,             17,              0,              0,              0,              0,              0,           1460,           1386,           1218,           1374,             53,             38,            520,           1203,         131584,          34560,          87616,          30080,              0,              0,         107957,          32710,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.519,          0.787,          193.1,          192.2,              0,              0,           2895,          46819,

3,192.168.2.3,104.36.194.167,59086,443,1492061234.233447 , 1492061234.640045 ,             11,              9,              0,              0,             10,              9,              5,              2,              1,              0,              1,              0,              1,              0,           3127,            481,              5,              6,           3127,            667,              0,              1,              0,            186,              0,              0,              0,              0,              0,              0,              4,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1386,           1374,            186,             38,             38,            625,            111,          87616,          35584,          87616,          30080,              0,              0,          87616,          33184,            517,            146,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.274,          0.258,          345.6,          297.1,              0,              0,           7691,           1183,

4,192.168.2.3,api.braintreegateway.com,47115,443,1492061234.293367 , 1492061234.642032 ,             10,              7,              0,              0,              9,              7,              6,              0,              0,              0,              0,              0,              0,              0,            665,           6359,              3,              6,            665,           6359,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1320,            337,           1374,            126,            258,            221,           1059,         101376,          16640,          87616,          15552,              0,              0,          94648,          15733,            202,           1374,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.237,          0.235,          295.1,          335.8,              0,              0,           1907,          18238,
