conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,104.36.194.169,33971,443,1492060525.223748 , 1492060525.891032 ,             26,             25,              0,              0,             25,             25,             21,              3,             12,              0,              1,              0,              1,              0,           1387,          22248,              4,             21,           1387,          22443,              0,              1,              0,            195,              0,              0,              0,              0,              0,              1,              4,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,             12,              0,              0,              0,              0,              0,           1460,           1386,           1022,           1374,             53,             38,            346,           1068,         104128,          32128,          87616,          30080,              0,              0,          96422,          31445,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.343,          0.475,          167.2,          168.3,              0,              0,           2079,          33341,

2,192.168.2.3,104.36.194.169,36198,443,1492060525.223932 , 1492060525.828992 ,             15,             11,              0,              0,             14,             11,              9,              2,              1,              0,              1,              0,              1,              0,           2867,           3507,              5,              8,           2867,           3702,              0,              1,              0,            195,              0,              0,              0,              0,              0,              0,              4,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1386,           1374,           1374,             53,             51,            573,            462,          95872,          35584,          87616,          30080,              0,              0,          93513,          31193,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.363,          0.402,          229.3,          241.5,              0,              0,           4738,           5796,

3,192.168.2.3,api.braintreegateway.com,42427,443,1492060525.224216 , 1492060525.673236 ,             11,              7,              0,              0,             10,              7,              7,              0,              3,              0,              0,              0,              1,              0,            665,           6359,              3,              6,            665,           6359,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              3,              0,              0,              0,              0,              0,           1460,           1320,            337,           1374,            126,            258,            221,           1059,          95872,          16640,          87616,          15552,              0,              0,          90092,          15733,            202,           5079,              1,              4,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.313,          0.219,          385.0,          424.6,              0,              0,           1481,          14162,

4,192.168.2.3,ec2-54-85-13-10.compute-1.amazonaws.com,40381,443,1492060525.224559 , 1492060525.693131 ,             13,             10,              0,              0,             12,             10,              8,              2,              1,              0,              1,              0,              1,              0,           2137,           5885,              4,              7,           2137,           7039,              0,              1,              0,           1154,              0,              0,              0,              0,              0,              0,              3,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1386,           1374,           1374,            126,             51,            534,           1005,         101376,          35584,          87616,          30208,              0,              0,          95642,          31402,            207,           5250,              1,              4,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.291,          0.237,          365.1,          406.4,              0,              0,           4561,          12559,
