conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,ec2-54-243-181-49.compute-1.amazonaws.com,55838,443,1494133200.130026 , 1494133200.508247 ,             12,              9,              0,              0,             11,              9,              8,              1,              0,              0,              0,              0,              0,              0,           1518,           6089,              3,              7,           1518,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1209,           1448,            126,             51,            505,            869,          99200,          34816,          87616,          19200,              0,              0,          95517,          21152,            183,           4096,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.197,          0.191,         1782.0,         1819.7,              0,              0,           4014,          16099,
2,192.168.2.3,104.36.194.138,47459,443,1494133200.644028 , 1494133201.379814 ,             28,             41,              0,              0,             27,             41,             22,              3,              0,              0,              0,              0,              0,              0,           2605,          47430,              5,             37,           2605,          47430,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              5,              6,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1218,           1448,             53,             38,            520,           1281,         186112,          34560,          87616,          30080,              0,              0,         124207,          32742,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.543,          0.584,          910.4,          912.7,              0,              0,           3540,          64462,
3,192.168.2.3,104.36.194.138,49228,443,1494133200.873266 , 1494133201.259088 ,             10,              8,              0,              0,              9,              8,              4,              3,              0,              0,              0,              0,              0,              0,           3116,            452,              5,              4,           3116,            452,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1448,            186,             38,             42,            623,            112,          87616,          35840,          87616,          30080,              0,              0,          87616,          33389,            517,            146,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.202,          0.134,         1101.8,         1031.1,              0,              0,           8076,           1172,
4,192.168.2.3,api.braintreegateway.com,57207,443,1494133200.928219 , 1494133201.218330 ,             10,              7,              0,              0,              9,              7,              6,              0,              0,              0,              0,              0,              0,              0,            665,           6358,              3,              6,            665,           6358,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1320,            337,           1448,            126,            258,            221,           1059,         102080,          16640,          87616,          15552,              0,              0,          95018,          15733,            202,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.141,          0.136,         1071.9,         1111.7,              0,              0,           2292,          21916,
5,192.168.2.3,ec2-52-8-218-223.us-west-1.compute.amazonaws.com,39387,443,1494133201.29972 , 1494133201.298343 ,             12,              9,              0,              0,             11,              9,              7,              2,              0,              0,              0,              0,              0,              0,           2137,           5885,              4,              6,           2137,           5885,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1448,           1448,            126,             51,            534,            980,         102080,          31744,          87616,          28160,              0,              0,          95778,          29056,            207,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.136,          0.133,          991.9,         1031.1,              0,              0,           7963,          21929,
6,192.168.2.3,104.36.194.138,32862,443,1494133202.290212 , 1494133202.290212 ,              1,              0,              0,              0,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            0/1,            0/0,            N/Y,            N/N,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,           1505,              0,           1505,              0,              0,              0,           1505,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,            0.0,             NA,              0,              0,             NA,             NA,
