conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,



1,192.168.2.3,ec2-23-23-156-111.compute-1.amazonaws.com,51092,443,1492061183.717384 , 1492061184.79061 ,             16,             13,              0,              0,             15,             13,             11,              2,              0,              0,              0,              0,              0,              0,           2622,           6258,              4,             10,           2622,           6258,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1386,           1174,           1012,            126,             48,            655,            625,          99776,          34816,          87616,          11520,              0,              0,          95859,          16448,            183,           4096,              1,              5,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.267,          0.262,         1022.7,         1023.5,              0,              0,           7250,          17303,

2,192.168.2.3,104.36.194.148,57793,443,1492061184.174927 , 1492061185.101725 ,             39,             39,              0,              0,             38,             39,             31,              2,             10,              0,              0,              0,              1,              0,           5081,          42361,              7,             36,           5081,          42361,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              5,              7,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,             10,              0,              0,              0,              0,              0,           1460,           1386,           1374,           1374,             53,             38,            725,           1176,         150848,          41088,          87616,          30080,              0,              0,         116911,          37190,            186,           2943,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.531,          0.801,          181.1,          181.0,              0,              0,           5482,          45707,

3,192.168.2.3,api.braintreegateway.com,57559,443,1492061184.457223 , 1492061184.781535 ,             10,              7,              0,              0,              9,              7,              6,              0,              0,              0,              0,              0,              0,              0,            665,           6359,              3,              6,            665,           6359,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              6,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1320,            337,           1374,            126,            258,            221,           1059,         101376,          16640,          87616,          15552,              0,              0,          94648,          15733,            202,           5079,              1,              4,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.205,          0.174,          320.2,          361.1,              0,              0,           2050,          19608,

4,192.168.2.3,ec2-54-85-13-10.compute-1.amazonaws.com,51607,443,1492061184.546263 , 1492061185.97755 ,             12,              9,              0,              0,             11,              9,              7,              2,              0,              0,              0,              0,              0,              0,           1913,           5885,              4,              6,           1913,           5885,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1386,           1374,           1374,            126,             51,            478,            980,         101376,          33280,          87616,          30208,              0,              0,          95371,          30976,            207,           1374,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.252,          0.271,          146.7,          192.8,              0,              0,           3469,          10671,

